events,launch_speed,launch_angle,HR
single,98.2,4,0
field_out,96.3,30,0
field_out,90.4,62,0
field_out,97.9,1,0
single,86.2,9,0
field_out,76.2,43,0
single,102.5,2,0
home_run,111.5,28,1
single,77.80000000000001,57,0
field_out,81.9,71,0
field_out,93.6,52,0
field_out,67.2,46,0
home_run,102.9,34,1
single,100.6,13,0
field_out,87.60000000000001,58,0
field_out,99.4,15,0
field_out,96.3,-18,0
field_out,47.7,30,0
field_out,67.2,-24,0
field_out,95.4,48,0
force_out,99.7,-8,0
grounded_into_double_play,102.8,6,0
field_out,86.30000000000001,51,0
field_out,96.9,25,0
field_out,90.2,19,0
triple,99.7,14,0
field_out,73,55,0
double,82.5,24,0
field_out,72.3,58,0
field_out,85.9,72,0
field_out,63.6,-13,0
field_out,94.7,10,0
single,65.7,5,0
field_out,67.9,-41,0
single,70.4,40,0
force_out,88.5,5,0
field_out,83.60000000000001,56,0
field_out,80.30000000000001,0,0
single,106.2,-9,0
field_out,91.8,-7,0
field_out,81.30000000000001,-30,0
field_out,97,34,0
field_out,97.7,-15,0
home_run,101.2,27,1
field_out,101.4,26,0
field_out,95.8,19,0
field_out,89.5,24,0
field_out,86.30000000000001,-11,0
field_out,81.30000000000001,2,0
single,105.1,13,0
field_out,92.4,-25,0
field_out,84.5,-11,0
single,101,0,0
field_out,102.6,30,0
single,108,16,0
field_out,72.2,-16,0
single,97.6,-7,0
field_out,92.9,36,0
single,100,12,0
field_out,85.5,8,0
double,90.8,14,0
field_out,95.6,-24,0
double,99.8,18,0
double,98,22,0
single,72.5,26,0
single,98.5,6,0
field_error,74.5,-10,0
field_out,109.5,-23,0
field_out,80.10000000000001,31,0
field_out,80,-48,0
field_out,111.2,15,0
field_out,77.7,74,0
field_out,94.6,-42,0
field_out,96,-2,0
grounded_into_double_play,88.4,-10,0
double,84.5,9,0
field_out,97.7,2,0
field_out,91.7,32,0
single,89.5,-10,0
field_out,91.4,-21,0
field_out,79.60000000000001,60,0
single,77.7,13,0
field_out,93.2,39,0
grounded_into_double_play,93.8,-16,0
field_out,100.8,-1,0
field_out,75.3,50,0
double,98.5,20,0
field_out,93.4,29,0
single,85.80000000000001,21,0
field_out,86.4,35,0
single,98.1,-6,0
field_out,82.2,-48,0
double,92.6,14,0
single,99.3,9,0
single,103.2,14,0
field_out,71.4,67,0
field_out,93.3,40,0
single,103.3,3,0
grounded_into_double_play,85.2,-12,0
single,113.4,6,0
double,95.5,26,0
double,97.8,4,0
force_out,74.9,-18,0
field_out,100.9,18,0
double,95.2,21,0
field_out,77.80000000000001,8,0
field_out,77.80000000000001,-7,0
field_out,85.7,59,0
field_out,92.6,-27,0
field_out,66.5,12,0
single,96.1,15,0
field_out,92.8,-13,0
single,100.5,14,0
single,69.5,30,0
field_out,98.3,-5,0
single,88.2,8,0
field_out,64.60000000000001,50,0
force_out,102.8,-24,0
field_out,100,45,0
field_out,89.5,47,0
field_out,69.60000000000001,79,0
field_out,92.6,8,0
single,81.10000000000001,-2,0
double,104.8,7,0
field_out,88,-14,0
field_out,83.80000000000001,56,0
home_run,102,35,1
field_out,94.9,-12,0
field_out,54.3,-56,0
double,79.30000000000001,2,0
force_out,81.2,-34,0
double,99.6,20,0
field_out,103.5,-11,0
single,103.1,7,0
field_out,69.10000000000001,-3,0
field_out,69.4,-19,0
field_out,96.5,35,0
sac_fly,97.5,40,0
field_out,104.1,-4,0
field_out,101,1,0
single,97.9,-6,0
single,88.10000000000001,3,0
single,69.5,42,0
field_out,96.4,-14,0
field_out,88.7,32,0
home_run,105.8,27,1
field_out,66,-7,0
field_out,79.80000000000001,50,0
field_out,103.7,-5,0
field_out,85.80000000000001,39,0
field_out,80.60000000000001,47,0
field_out,80,-31,0
field_out,58.900000000000006,-40,0
field_out,73.3,-11,0
force_out,70.4,0,0
single,103.5,7,0
field_out,77.5,35,0
home_run,101.4,30,1
single,104.1,12,0
field_out,97.3,48,0
single,100.4,6,0
field_out,92.7,59,0
field_out,89.2,-5,0
field_out,103.7,7,0
home_run,108.4,26,1
field_out,96.5,-3,0
field_out,56.5,51,0
single,104.8,3,0
field_out,82.80000000000001,-46,0
single,106.3,11,0
home_run,101.4,32,1
field_out,102.7,14,0
home_run,100.8,21,1
field_out,98.6,31,0
field_out,81.9,37,0
single,68.10000000000001,37,0
field_out,96.7,24,0
field_out,88,76,0
field_out,88,-41,0
field_out,105.9,-5,0
field_out,82.7,14,0
field_out,87,30,0
field_out,66.3,18,0
field_out,93.9,32,0
field_out,94.8,15,0
single,100.3,10,0
field_out,81.80000000000001,-13,0
field_out,102.2,-3,0
field_out,72.60000000000001,-52,0
field_out,88.7,58,0
field_out,109.2,-1,0
field_out,88.5,-27,0
grounded_into_double_play,99.3,2,0
field_out,83.10000000000001,2,0
single,93.4,-2,0
field_out,89,-15,0
single,98.1,-18,0
single,93.7,7,0
force_out,88.4,-25,0
field_out,100.3,-13,0
home_run,97.3,38,1
field_out,84.9,38,0
field_out,77.4,52,0
field_out,95.9,-6,0
field_out,99.9,-4,0
field_out,94.4,18,0
field_out,66.9,20,0
field_out,77.9,-15,0
field_out,101,-14,0
grounded_into_double_play,98.7,-21,0
field_out,89.10000000000001,11,0
single,66.5,25,0
single,63.3,-1,0
field_out,90.7,22,0
force_out,60.6,-8,0
field_out,86.5,-38,0
field_out,51.6,-35,0
single,103.1,7,0
force_out,92.7,-19,0
force_out,76,-12,0
field_out,107.8,18,0
field_out,69.2,-55,0
field_out,94.8,5,0
grounded_into_double_play,95.5,-11,0
single,102.3,9,0
field_out,97.2,29,0
field_out,97.7,-3,0
single,103.8,12,0
field_out,100.3,-16,0
home_run,112.6,31,1
triple,98.6,-3,0
single,95.7,4,0
single,92.9,4,0
single,103,-24,0
field_out,93.8,-8,0
field_out,86.10000000000001,43,0
double,104.3,25,0
double,107.7,13,0
field_out,91.8,39,0
field_out,99.4,27,0
field_out,89.4,25,0
field_out,90.6,35,0
single,97.3,14,0
field_out,92.6,3,0
field_out,72.3,42,0
field_out,66.4,-45,0
force_out,70.8,-20,0
field_out,84.80000000000001,-26,0
field_out,85.60000000000001,65,0
field_out,102.7,42,0
field_out,90.7,2,0
field_out,104.2,16,0
single,92.6,15,0
field_out,96.6,43,0
grounded_into_double_play,88.30000000000001,-31,0
single,58.6,-28,0
double,100.4,18,0
field_out,93.6,40,0
single,97.4,3,0
field_out,73.10000000000001,-5,0
double,77.80000000000001,23,0
single,78.10000000000001,14,0
single,83.10000000000001,-16,0
double,103.9,13,0
single,96,12,0
single,107.9,12,0
field_out,100.4,10,0
single,83.5,9,0
sac_fly,107,20,0
home_run,101.1,38,1
field_out,92.6,41,0
single,86.2,16,0
single,110.6,11,0
single,110.7,7,0
field_out,74.4,-29,0
double,95.9,10,0
field_error,95.8,-15,0
single,75.7,9,0
double,107.2,11,0
double,99.1,29,0
field_out,54.1,42,0
field_out,91.2,45,0
single,60.7,-47,0
single,99,-9,0
field_out,91.7,10,0
field_out,85.4,4,0
field_out,48.3,-75,0
field_out,105,-7,0
field_out,79.5,46,0
field_out,95.2,12,0
field_out,88.80000000000001,-19,0
single,41.5,-14,0
field_out,95.6,-15,0
field_out,92.8,6,0
field_out,81.5,31,0
single,87.10000000000001,6,0
field_out,75.3,71,0
single,101.5,11,0
grounded_into_double_play,98.9,-12,0
field_out,92,-12,0
single,100.1,-1,0
single,98.1,-3,0
field_out,98.3,-35,0
home_run,108.4,23,1
field_out,87.60000000000001,27,0
single,104.8,16,0
field_out,40.7,-66,0
double,109.2,7,0
single,105.6,6,0
field_out,100,10,0
home_run,112.3,27,1
single,95.8,10,0
field_out,96.6,36,0
field_out,104.7,9,0
field_out,94.8,6,0
field_out,102.3,17,0
field_out,89.30000000000001,42,0
single,90.4,16,0
single,70.7,-50,0
single,96.2,5,0
field_out,91.1,-26,0
field_out,71.9,-24,0
field_out,77.60000000000001,-20,0
double,105.1,13,0
field_out,94.5,45,0
double,104.3,18,0
field_out,77.10000000000001,81,0
field_out,84.80000000000001,-35,0
single,94.5,-41,0
field_out,74.4,68,0
double,102.3,22,0
field_out,63.400000000000006,-10,0
field_out,94.8,-5,0
triple,102.9,11,0
field_out,87.4,48,0
field_out,100.7,7,0
field_out,82,-2,0
field_out,92.8,-24,0
field_out,107.3,16,0
field_out,97.4,44,0
field_out,87.7,18,0
single,106.9,7,0
single,78.80000000000001,-1,0
double,111.7,20,0
grounded_into_double_play,88.5,-15,0
field_out,95.6,29,0
grounded_into_double_play,87.4,4,0
field_out,89.80000000000001,41,0
single,81,18,0
field_out,76,57,0
single,87.7,13,0
field_out,80.4,24,0
field_out,79.80000000000001,-4,0
field_out,107.2,-9,0
field_out,89.7,-36,0
force_out,91.4,-3,0
field_error,88.60000000000001,58,0
field_out,94.7,3,0
force_out,103.5,8,0
double,93.6,1,0
grounded_into_double_play,105.7,6,0
field_out,106.4,13,0
field_out,83.30000000000001,38,0
field_out,76.2,-29,0
double,105.7,18,0
field_out,98.5,49,0
single,100.4,3,0
home_run,107.7,34,1
field_out,106.1,-7,0
single,110.6,10,0
field_out,76.7,79,0
field_error,47.5,-60,0
field_out,96,25,0
home_run,103.8,27,1
field_out,80.9,-15,0
double,97.4,29,0
field_out,89.60000000000001,-17,0
single,95.2,10,0
field_out,84.30000000000001,-21,0
field_out,85.9,24,0
field_out,85.30000000000001,-6,0
field_out,73.3,-39,0
single,93.5,14,0
grounded_into_double_play,100.1,-8,0
field_out,89.9,51,0
field_out,81.80000000000001,-4,0
field_out,95.4,25,0
field_out,97.1,28,0
field_out,67.7,44,0
field_out,94.7,-11,0
field_out,101.1,9,0
double,99.5,31,0
field_out,93.1,46,0
field_out,90.3,-16,0
double,111.8,15,0
field_out,91.9,35,0
single,76.7,4,0
single,58.3,41,0
double,109.3,17,0
single,91.5,-6,0
field_out,88.60000000000001,-17,0
field_out,65.3,-2,0
field_out,80.30000000000001,-6,0
field_out,88.80000000000001,46,0
single,100,-6,0
field_out,50,-80,0
force_out,78.9,-1,0
single,97,13,0
field_out,110.6,3,0
field_out,97.1,30,0
field_out,85.7,23,0
field_out,69.5,3,0
home_run,110.3,25,1
field_out,99.9,1,0
grounded_into_double_play,86.30000000000001,-7,0
field_out,98.5,30,0
grounded_into_double_play,100.5,-23,0
single,98.1,12,0
field_out,103.3,19,0
single,98.6,12,0
double,94.1,29,0
field_out,102.9,-23,0
single,84.80000000000001,13,0
field_out,70.4,42,0
field_out,101.4,-18,0
field_out,75.4,67,0
field_out,80.30000000000001,8,0
grounded_into_double_play,93.7,5,0
field_out,65.4,47,0
single,82.5,22,0
field_out,86.4,18,0
field_out,86.2,57,0
single,87.2,17,0
field_out,79.80000000000001,-44,0
field_out,82.30000000000001,-16,0
field_out,40.3,-56,0
home_run,106.4,22,1
field_out,85.2,7,0
field_out,75.3,69,0
field_out,103.2,43,0
field_out,94.1,-15,0
field_out,82.80000000000001,-15,0
field_out,75.10000000000001,14,0
field_out,79.5,63,0
double,96.8,24,0
double,101.7,-9,0
field_out,90.6,55,0
single,112.8,3,0
single,92,22,0
field_out,104.6,20,0
field_out,65.60000000000001,58,0
field_out,94.8,-7,0
single,95.8,7,0
field_out,97.2,14,0
field_out,94.5,-23,0
field_out,89.4,50,0
single,76.4,-37,0
field_out,75.3,31,0
single,91.9,17,0
field_out,82.10000000000001,56,0
triple,107.2,13,0
home_run,102,30,1
field_error,101.5,-16,0
field_out,82.4,-49,0
field_out,103.3,2,0
field_out,76.80000000000001,-6,0
field_out,74.7,-36,0
field_out,108,9,0
field_out,91.9,50,0
field_out,55.400000000000006,-42,0
field_out,90.8,10,0
field_out,79.30000000000001,-28,0
double,79.30000000000001,22,0
field_out,60.2,-7,0
field_out,93.3,22,0
single,77.9,4,0
field_out,98,-14,0
field_out,88.7,29,0
single,105.1,3,0
single,98.1,-3,0
single,104.1,4,0
field_out,70.10000000000001,-11,0
single,70.8,-47,0
single,73.2,56,0
field_out,105.8,-7,0
single,66.2,19,0
field_out,54.400000000000006,-28,0
single,104.2,10,0
field_out,88.4,35,0
single,102.6,-1,0
double,99.4,28,0
field_out,88.10000000000001,-42,0
field_out,96.7,19,0
field_out,86.60000000000001,37,0
field_out,90.8,-9,0
single,89.60000000000001,3,0
field_out,90.9,-11,0
field_out,88.10000000000001,47,0
field_out,63.900000000000006,-71,0
field_out,86.30000000000001,24,0
field_out,89.10000000000001,34,0
field_out,63.3,38,0
home_run,109.1,26,1
sac_fly,82.10000000000001,39,0
field_out,93.5,-3,0
field_out,81.7,30,0
field_out,83.80000000000001,50,0
field_out,96.2,-2,0
field_out,88.7,-35,0
field_out,107.4,15,0
home_run,110,22,1
single,86.5,11,0
field_error,97,-24,0
field_out,82.7,-22,0
field_out,91.8,30,0
field_out,92.5,46,0
single,90,9,0
field_out,79.60000000000001,46,0
field_out,108.2,18,0
field_out,86,34,0
field_out,79.4,61,0
field_out,91.6,27,0
home_run,110.2,24,1
sac_fly,80.5,54,0
field_out,89.4,50,0
field_out,82.2,35,0
field_out,74.8,4,0
field_out,108,2,0
single,93.6,-11,0
field_out,90.8,51,0
field_out,92.2,-2,0
field_out,85.2,56,0
single,102.9,12,0
field_out,83.60000000000001,27,0
sac_fly,90,42,0
home_run,108.2,29,1
field_out,94,-16,0
double,103,18,0
double,108.5,9,0
field_out,91.3,23,0
field_out,107.5,-2,0
field_out,44.400000000000006,64,0
field_out,90.2,34,0
single,101.3,-1,0
force_out,88.7,-18,0
field_out,97.6,0,0
field_out,66.9,-19,0
field_out,87.7,71,0
field_out,91.5,7,0
field_out,95.8,22,0
field_out,93.8,51,0
field_out,84.4,57,0
single,99.4,8,0
single,110.2,6,0
field_out,63.1,-18,0
field_out,55.6,5,0
field_out,97.6,20,0
single,70.10000000000001,19,0
field_out,81.9,62,0
single,105.9,9,0
field_out,55.400000000000006,-57,0
single,110.9,11,0
single,87.10000000000001,10,0
field_out,86.4,-39,0
single,77.80000000000001,19,0
single,89.9,-20,0
single,107,19,0
field_out,54,-76,0
field_out,56.3,54,0
triple,107.6,16,0
field_out,57.3,-74,0
field_out,70.60000000000001,68,0
field_out,80.80000000000001,59,0
single,88.60000000000001,1,0
field_out,91.5,24,0
single,79.80000000000001,41,0
home_run,103.3,30,1
single,82.4,15,0
single,79.10000000000001,20,0
field_out,90.2,-17,0
field_out,82.10000000000001,30,0
sac_fly,87.7,35,0
field_out,100.5,42,0
field_out,101.6,39,0
field_error,76.7,6,0
field_out,95.4,-35,0
field_out,102.2,-10,0
single,78.30000000000001,14,0
single,102.7,11,0
field_out,67.10000000000001,-43,0
field_out,93.9,26,0
field_out,91.8,-28,0
field_out,66.10000000000001,-3,0
field_out,78,1,0
single,108,13,0
single,97.1,24,0
field_out,25.1,-10,0
field_out,77.30000000000001,51,0
field_out,83.4,35,0
field_out,112.2,2,0
field_out,92.1,20,0
field_out,91.7,0,0
single,104.6,3,0
single,107.2,13,0
single,99.7,17,0
field_out,89.9,37,0
field_out,85.4,66,0
field_out,81.4,-41,0
field_out,75.5,-38,0
single,108.8,7,0
field_out,100,44,0
single,84,18,0
single,102.9,3,0
single,72,54,0
field_out,58.1,-52,0
sac_fly,92.5,44,0
field_out,95.4,28,0
field_out,85.7,37,0
field_out,105.8,0,0
double,89.4,-11,0
field_out,95.5,46,0
field_out,101.2,12,0
field_out,100.1,39,0
field_out,84.9,-15,0
single,112.4,8,0
single,108.1,13,0
single,92.7,10,0
field_out,76.10000000000001,86,0
field_out,100.7,-11,0
field_out,94.9,-6,0
field_out,89.10000000000001,22,0
field_out,107.4,-6,0
field_out,94.7,75,0
single,94.5,-3,0
field_out,89.30000000000001,-21,0
single,71.60000000000001,30,0
field_out,74.7,-7,0
field_out,63.2,-1,0
single,87.60000000000001,8,0
single,89.60000000000001,18,0
single,105.2,-3,0
field_out,87.10000000000001,20,0
field_out,88.80000000000001,35,0
field_out,54.2,-32,0
field_out,89.2,44,0
single,101.5,5,0
field_out,107.4,15,0
single,103.6,8,0
field_out,94.2,40,0
field_out,86,55,0
sac_fly_double_play,77.30000000000001,31,0
single,67.3,41,0
field_out,49,31,0
single,93.9,13,0
home_run,107.3,25,1
field_out,97.4,40,0
force_out,67.60000000000001,9,0
field_out,82.9,53,0
field_out,99.3,29,0
field_out,100.2,-10,0
field_out,93.3,22,0
grounded_into_double_play,93.5,-17,0
single,99.3,-21,0
double,95.1,16,0
field_out,102.2,28,0
field_out,83.5,31,0
field_out,70.3,-9,0
field_out,76.3,87,0
field_error,98,-22,0
home_run,98.6,32,1
grounded_into_double_play,85.10000000000001,-13,0
single,73,6,0
field_out,75.60000000000001,-12,0
field_out,79.2,6,0
field_out,61.400000000000006,13,0
single,95.5,-2,0
field_out,95.9,73,0
field_out,83,3,0
single,103,13,0
field_out,82.9,79,0
single,82.9,8,0
field_out,80,31,0
single,83.4,22,0
field_out,88.60000000000001,-15,0
field_out,95.5,-4,0
field_out,81,58,0
field_out,97.3,-7,0
single,107.9,10,0
field_out,73.8,-9,0
field_out,46.1,-22,0
field_out,86.4,-34,0
field_out,100.8,-6,0
field_out,107,35,0
field_out,94.7,-23,0
single,74.4,21,0
field_out,104.7,-11,0
field_out,89.10000000000001,40,0
field_out,61,-2,0
field_out,87.10000000000001,-25,0
field_out,77.4,37,0
force_out,91.8,-9,0
single,66.2,24,0
field_out,98,-24,0
field_out,98.6,-5,0
double,102.1,20,0
field_out,91.5,7,0
field_out,51.1,7,0
field_out,86.10000000000001,28,0
field_out,100.2,42,0
force_out,102.9,1,0
home_run,105.7,22,1
field_out,71.4,4,0
single,101.1,-1,0
field_out,50.2,-13,0
sac_bunt,51.400000000000006,-57,0
grounded_into_double_play,101.7,-5,0
field_out,65.2,40,0
field_out,97,15,0
single,101.4,9,0
field_out,89.5,6,0
field_out,84.2,-48,0
field_out,97.5,-18,0
field_out,96.2,59,0
field_out,69.60000000000001,65,0
field_out,93.2,28,0
field_out,94.5,-21,0
field_out,94.8,40,0
grounded_into_double_play,58.2,17,0
force_out,102.2,-11,0
force_out,69.4,-9,0
single,77.2,-2,0
single,92.2,8,0
field_out,100.5,-10,0
field_out,86.4,62,0
field_out,74.7,-2,0
field_out,80.10000000000001,34,0
field_out,58.400000000000006,16,0
field_out,101.4,-24,0
force_out,85.80000000000001,-20,0
field_out,89.60000000000001,45,0
field_out,73.8,-30,0
field_out,100.6,37,0
field_out,97.2,-10,0
field_out,98.9,39,0
field_out,85.7,41,0
field_out,85.5,78,0
field_out,77.2,-20,0
field_error,79.2,-28,0
force_out,72.2,-44,0
sac_fly,95.2,51,0
field_out,77.9,42,0
field_out,83.4,78,0
single,81.2,15,0
field_out,83.80000000000001,-15,0
field_out,73,-18,0
field_out,98,-16,0
field_out,94.2,82,0
field_out,93.5,59,0
field_out,89.5,72,0
home_run,109.4,25,1
double,101.5,14,0
single,93.8,12,0
field_out,94.1,39,0
double,99.1,22,0
field_out,58,-31,0
field_out,85.5,67,0
field_out,70.4,-5,0
single,94.9,16,0
field_out,88.4,56,0
field_out,86.9,-20,0
field_out,86.5,-21,0
field_out,74,34,0
field_out,95.6,37,0
field_out,95.3,39,0
single,97.7,8,0
field_out,99.4,3,0
field_out,73,5,0
force_out,87.2,-1,0
field_out,87,23,0
single,65,15,0
field_out,90.9,0,0
single,75.5,19,0
double,98.1,22,0
field_out,92,54,0
field_out,85.7,40,0
force_out,73.5,9,0
home_run,105.9,23,1
field_out,101.4,17,0
grounded_into_double_play,60.5,-60,0
single,105.5,-15,0
field_out,71.60000000000001,49,0
field_out,94.8,24,0
field_out,72.7,69,0
home_run,99.2,34,1
field_out,93.7,61,0
field_out,75.3,66,0
field_out,63.3,50,0
single,108.3,11,0
double,94.2,7,0
field_out,80.80000000000001,6,0
field_out,100.7,7,0
field_out,72.2,17,0
field_out,70.5,79,0
single,32.5,-9,0
field_out,88.5,-14,0
field_out,87.30000000000001,56,0
field_out,76.3,59,0
field_out,99.6,28,0
field_out,80.5,24,0
field_out,104,-17,0
field_out,89.10000000000001,37,0
field_out,95,23,0
field_out,103.5,3,0
single,83.9,-10,0
field_out,65.4,5,0
double,108.6,18,0
grounded_into_double_play,79.80000000000001,10,0
field_out,88.4,58,0
field_out,71.4,34,0
single,86.80000000000001,-2,0
field_out,64,47,0
single,77.10000000000001,12,0
field_out,94.1,-5,0
field_out,69.4,-59,0
field_out,86.2,-31,0
field_out,93.8,-21,0
field_out,91.5,61,0
field_out,94.6,41,0
field_out,96.9,-16,0
field_out,92.7,-9,0
field_out,92.4,-4,0
field_out,69.60000000000001,-9,0
field_out,94,47,0
single,91.3,-14,0
field_out,87.9,-15,0
double,101.1,2,0
field_out,82.4,7,0
field_out,103.3,-16,0
field_error,93.6,-17,0
field_out,88.80000000000001,63,0
home_run,105.1,22,1
field_out,99,47,0
field_out,94.7,47,0
double,95.6,32,0
single,69.4,34,0
field_out,81.2,-7,0
single,61.8,-8,0
field_out,74.60000000000001,1,0
single,32.7,2,0
field_out,59.8,-16,0
single,64.2,22,0
field_out,89.2,-14,0
double,97.6,-1,0
double,82.5,29,0
field_out,95.8,39,0
field_out,72.4,34,0
grounded_into_double_play,91.9,-21,0
single,103.5,6,0
single,108.8,10,0
field_out,88.7,4,0
field_out,71.9,15,0
single,76.10000000000001,21,0
single,75.60000000000001,24,0
field_out,101.4,-8,0
single,87.60000000000001,12,0
field_out,94.2,16,0
home_run,114.9,25,1
force_out,80.10000000000001,-32,0
home_run,107,23,1
field_out,101.6,14,0
field_out,87.10000000000001,67,0
field_out,68.5,-9,0
single,67.7,17,0
single,83.2,13,0
field_out,66.5,-27,0
single,102.2,11,0
single,93.2,-33,0
field_out,94.7,-10,0
field_out,99.3,-13,0
field_out,101.2,-10,0
field_out,79,57,0
field_out,69.7,-4,0
field_out,102.2,-15,0
field_out,65.3,-14,0
single,32,6,0
field_out,90.7,-13,0
field_out,99.8,37,0
field_out,91,33,0
fielders_choice_out,109.1,-12,0
field_out,67.8,-19,0
field_out,78.2,30,0
field_out,84.80000000000001,48,0
field_out,93.9,-40,0
field_out,90.6,31,0
field_out,97.3,44,0
field_out,100.5,46,0
field_error,80.9,-9,0
single,75.7,11,0
field_out,87,78,0
field_out,87.60000000000001,-22,0
field_out,66.2,58,0
field_out,53.1,33,0
field_out,74.5,-25,0
field_out,49.1,5,0
field_out,97.1,10,0
single,97.8,16,0
grounded_into_double_play,86.5,7,0
sac_fly,93.2,40,0
home_run,105,30,1
field_out,82.5,-48,0
field_out,91.2,31,0
single,99.8,14,0
field_out,73.3,48,0
single,105.5,15,0
field_out,81.7,8,0
field_out,67.7,-35,0
field_out,68.3,51,0
field_out,87.80000000000001,-3,0
double,100.9,-5,0
force_out,79,-31,0
single,103.5,-3,0
single,97.7,15,0
field_out,96.6,8,0
field_out,100.4,28,0
field_out,81.80000000000001,66,0
field_out,84.10000000000001,-9,0
field_out,84.80000000000001,-2,0
field_out,88.60000000000001,29,0
field_out,84.9,-17,0
field_out,94.6,19,0
single,80.10000000000001,17,0
field_out,47.400000000000006,62,0
single,78.30000000000001,20,0
double,86.5,31,0
single,96.9,15,0
field_out,94.1,-4,0
field_out,86.7,29,0
single,85.80000000000001,16,0
